"","satisfacao","ultima_avaliacao","volume_projetos","media_horas_mensais","tempo_cia","acidente_trabalho","saiu","promocao_ultimos_5_anos","comercial","salario"
"14066",0.7,"0.93",3,"250",3,0,0,0,"marketing","baixo"
"14067",0.92,"0.94",2,"224",2,0,0,0,"comercial","baixo"
"14068",0.81,"0.92",4,"268",3,0,0,0,"comercial","baixo"
"14069",0.79,"0.62",5,"167",3,0,0,0,"comercial","baixo"
"14070",0.53,"0.64",3,"168",3,0,0,0,"comercial","baixo"
"14071",0.51,"0.56",4,"168",2,0,0,0,"comercial","baixo"
"14072",0.78,"0.9",5,"158",3,0,0,0,"comercial","baixo"
"14073",0.5,"0.91",3,"240",3,0,0,0,"comercial","baixo"
"14074",0.92,"1",4,"261",4,0,0,0,"comercial","mediano"
"14075",0.59,"0.54",4,"176",2,0,0,0,"area tecnica","mediano"
"14076",NA,"0.55",3,"217",3,0,0,0,"suporte","mediano"
"14077",0.74,"0.87",5,"224",2,0,0,0,"suporte","mediano"
"14078",0.67,"0.97",4,"196",3,0,0,0,"suporte","mediano"
"14079",0.56,"0.59",3,"223",NA,0,0,0,"suporte","mediano"
"14080",0.84,"0.44",5,"131",5,1,0,0,"suporte","mediano"
"14081",0.53,"0.77",2,"167",2,0,0,0,"suporte","mediano"
"14082",0.86,"0.71",5,"273",3,0,0,0,"suporte","mediano"
"14083",0.77,"0.68",3,"98",3,0,0,0,"suporte","mediano"
"14084",0.97,"0.94",4,"253",NA,0,0,0,"suporte","mediano"
"14085",NA,"0.87",5,"174",3,0,0,0,"suporte","mediano"
"14086",0.73,"0.9",3,"274",2,0,0,0,"suporte","alto"
"14087",0.42,"0.47",6,"174",5,0,0,0,"area tecnica","baixo"
"14088",0.4,"0.47",5,"173",5,0,0,0,"area tecnica","mediano"
"14089",0.33,"0.41",2,"198",4,0,0,0,"area tecnica","mediano"
"14090",0.68,"0.66",3," ",2,0,0,0,"gerencia","mediano"
"14091",0.78,"0.8",3,"256",2,0,0,0,"TI","mediano"
"14092",0.92,"0.6",3,"179",2,0,0,0,"TI","baixo"
"14093",0.66,"0.66",4,"273",4,1,0,0,"TI","baixo"
"14094",NA,"0.45",3,"104",4,0,0,0,"TI","baixo"
"14095",0.86,"0.83",4,"208",3,1,0,0,"TI","baixo"
"14096",0.61,"0.49",3,"275",NA,0,0,0,"produtos","baixo"
"14097",0.71,"0.68",3,"231",2,1,0,0,"produtos","baixo"
"14098",0.86,"0.62",4,"186",3,0,0,0,"produtos","baixo"
"14099",0.96,"0.59",3,"241",3,0,0,0,"produtos","baixo"
"14100",0.7,"0.54",3,"194",2,1,0,0,"TI","baixo"
"14101",0.38,"0.49",4,"196",3,0,0,1,"gerencia","alto"
"14102",0.39,"0.75",6,"185",3,0,0,1,"gerencia","alto"
"14103",0.49,"0.4",2,"148",2,1,0,1,"gerencia","alto"
"14104",0.78,"0.62",4,"150",3,0,0,1,"gerencia","alto"
"14105",0.74,"0.79",5,"121",5,0,0,1,"gerencia","alto"
"14106",0.82,"0.76",4,"266",3,0,0,1,"gerencia","alto"
"14107",0.6,"0.42",2," ",6,0,0,0,"comercial","baixo"
"14108",0.72,"0.99",3,"143",NA,0,0,0,"comercial","baixo"
"14109",0.73,"0.97",3,"174",3,0,0,0,"comercial","baixo"
"14110",0.89,"0.55",4,"159",2,0,0,0,"comercial","mediano"
"14111",0.74,"0.94",4,"157",2,0,0,0,"comercial","mediano"
"14112",0.83,"0.57",2,"222",2,0,0,0,"comercial","mediano"
"14113",0.24,"0.88",5,"199",NA,1,0,0,"comercial","mediano"
"14114",0.93,"0.89",3,"255",7,1,0,0,"comercial","mediano"
"14115",0.96,"0.62",4,"253",7,0,0,0,"comercial","mediano"
"14116",0.16,"0.68",5,"149",7,1,0,0,"comercial","mediano"
"14117",0.21,"0.85",6,"285",NA,0,0,0,"comercial","mediano"
"14118",0.69,"0.54",3," ",7,0,0,0,"comercial","mediano"
"14119",0.66,"0.96",3,"243",3,1,0,0,"comercial","mediano"
"14120",0.67,"0.39",2,"207",7,0,0,0,"comercial","mediano"
"14121",0.85,"0.58",4,"186",7,0,0,0,"comercial","mediano"
"14122",0.37,"0.92",4,"211",7,0,0,0,"comercial","alto"
"14123",0.64,"0.64",2,"190",3,0,0,0,"comercial","baixo"
"14124",0.91,"0.82",2,"241",3,0,0,0,"comercial","mediano"
"14125",0.96,"0.68",3,"206",NA,0,0,0,"comercial","mediano"
"14126",0.74,"0.7",4,"273",3,0,0,0,"comercial","mediano"
"14127",0.94,"0.99",2,"157",3,0,0,0,"comercial","mediano"
"14128",0.37,"0.72",3,"183",2,0,0,0,"comercial","baixo"
"14129",0.92,"0.85",3,"151",6,1,0,0,"comercial","baixo"
"14130",0.86,"0.72",3,"217",3,0,0,0,"comercial","baixo"
"14131",0.66,"0.49",5,"235",8,1,0,0,"comercial","baixo"
"14132",0.19,"0.61",4,"127",8,0,0,0,"comercial","baixo"
"14133",0.65,"0.61",5,"167",8,0,0,0,"comercial","baixo"
"14134",0.92,"0.44",3,"260",8,0,0,0,"comercial","baixo"
"14135",0.83,"0.8",3,"240",8,0,0,0,"comercial","baixo"
"14136",0.94,"0.82",4," ",3,0,0,0,"comercial","baixo"
"14137",0.42,"0.69",3,"126",2,0,0,0,"comercial","baixo"
"14138",0.78,"0.53",6,"168",3,0,0,0,"comercial","baixo"
"14139",0.58,"0.76",4,"197",5,0,0,0,"comercial","baixo"
"14140",NA,"0.64",2,"170",8,0,0,0,"comercial","baixo"
"14141",0.82,"0.76",3,"219",8,1,0,0,"TI","baixo"
"14142",0.97,"0.92",6,"137",8,1,0,0,"produtos","baixo"
"14143",0.8,"0.93",3,"225",4,0,0,0,"produtos","baixo"
"14144",0.82,"0.84",3,"194",3,0,0,0,"produtos","baixo"
"14145",0.95,"0.99",5,"251",4,0,0,0,"produtos","baixo"
"14146",0.88,"0.51",5,"195",4,0,0,0,"TI","baixo"
"14147",0.5,"0.86",3,"180",NA,0,0,1,"gerencia","alto"
"14148",0.53,"0.8",2,"225",7,1,0,1,"gerencia","alto"
"14149",0.82,"0.74",3,"229",7,0,0,1,"gerencia","alto"
"14150",0.15,"0.74",6,"144",7,0,0,1,"gerencia","alto"
"14151",0.92,"0.7",3,"129",3,0,0,1,"gerencia","alto"
"14152",0.53,"0.74",3,"172",10,0,0,1,"gerencia","alto"
"14153",0.58,"1",4,"220",10,0,0,0,"marketing","mediano"
"14154",0.88,"0.74",3," ",NA,0,0,0,"comercial","mediano"
"14155",NA,"0.72",3,"245",10,0,0,0,"contabilidade","mediano"
"14156",0.99,"0.68",5,"264",10,1,0,0,"suporte","mediano"
"14157",0.94,"0.73",3,"268",10,0,0,0,"area tecnica","mediano"
"14158",0.63,"0.94",3,"172",3,0,0,0,"gerencia","mediano"
"14159",0.85,"0.9",3,"245",3,0,0,0,"marketing","mediano"
"14160",0.95,"0.66",5,"192",3,0,0,0,"marketing","mediano"
"14161",0.71,"0.66",3,"268",4,0,0,0,"marketing","alto"
"14162",0.49,"0.88",4,"244",3,0,0,0,"comercial","baixo"
"14163",0.71,"0.69",4,"222",4,0,0,0,"comercial","mediano"
"14164",0.52,"0.62",5,"239",2,0,0,0,"comercial","mediano"
"14165",0.48,"0.72",3,"143",4,0,0,0,"comercial","mediano"
"14166",0.82,"0.79",3,"160",3,0,0,0,"comercial","mediano"
"14167",0.83,"0.76",2,"255",7,0,0,0,"comercial","baixo"
"14168",0.85,"0.87",4,"152",7,0,0,0,"comercial","baixo"
"14169",0.57,"0.64",4,"226",7,0,0,0,"comercial","baixo"
"14170",0.16,"0.63",5,"266",7,0,0,0,"TI","baixo"
"14171",0.85,"0.64",5,"256",7,0,0,0,"produtos","baixo"
"14172",0.82,"0.67",3,"198",3,1,0,0,"produtos","baixo"
"14173",0.9,"0.89",4,"254",7,0,0,0,"produtos","baixo"
"14174",0.92,"0.64",2,"104",7,0,0,0,"produtos","baixo"
"14175",0.9,"0.48",4,"136",7,0,0,0,"TI","baixo"
"14176",0.82,"0.8",5,"205",3,0,0,0,"TI","baixo"
"14177",0.84,"0.81",4,"236",3,1,0,0,"TI","baixo"
"14178",0.92,"0.65",3,"176",3,0,0,0,"TI","baixo"
"14179",0.82,"0.82",3,"148",3,0,0,0,"TI","baixo"
"14180",0.8,"0.8",4,"146",3,1,0,0,"TI","baixo"
"14181",0.6,"0.85",3,"242",2,0,0,0,"TI","baixo"
"14182",0.14,"0.38",5," ",6,1,0,0,"marketing","alto"
"14183",0.85,"0.89",4,"150",3,0,0,0,"contabilidade","alto"
"14184",0.55,"0.81",3,"239",8,0,0,0,"contabilidade","alto"
"14185",0.49,"0.71",4,"178",8,0,0,0,"TI","mediano"
"14186",0.82,"0.58",5,"263",8,0,0,0,"TI","mediano"
"14187",0.59,"0.77",3,"272",8,0,0,0,"gerencia","alto"
"14188",0.9,"0.82",3,"133",8,0,0,0,"marketing","mediano"
"14189",0.62,"0.72",3,"149",3,1,0,0,"marketing","mediano"
"14190",0.61,"0.68",3,"193",2,0,0,0,"marketing","mediano"
"14191",0.52,"0.55",5,"174",3,1,0,0,"comercial","mediano"
"14192",0.79,"0.87",4,"223",NA,0,0,0,"comercial","mediano"
"14193",0.49,"0.89",4,"201",8,0,0,0,"comercial","mediano"
"14194",0.73,"0.67",2,"139",8,0,0,0,"comercial","mediano"
"14195",0.67,"0.49",5,"241",8,0,0,0,"comercial","mediano"
"14196",0.52,"0.61",4,"187",4,1,0,0,"comercial","mediano"
"14197",0.72,"0.64",4,"192",3,0,0,0,"comercial","mediano"
"14198",0.48,"0.5",5,"142",4,0,0,0,"TI","mediano"
"14199",0.19,"0.79",4,"229",4,0,0,0,"produtos","mediano"
"14200",0.49,"0.49",3,"104",7,0,0,0,"produtos","alto"
"14201",0.9,"0.76",3," ",7,0,0,0,"produtos","baixo"
"14202",0.49,"0.49",4,"212",7,0,0,0,"produtos","mediano"
"14203",0.6,"0.53",2,"235",7,0,0,0,"TI","mediano"
"14204",0.62,"0.85",3,"237",3,1,0,0,"TI","mediano"
"14205",0.64,"0.5",4,"253",10,0,0,1,"gerencia","alto"
"14206",0.22,"0.94",3,"193",10,0,0,1,"gerencia","alto"
"14207",0.9,"0.55",3,"259",10,1,0,1,"gerencia","alto"
"14208",0.74,"0.95",5,"266",10,0,0,1,"gerencia","alto"
"14209",0.85,"0.54",3,"185",10,0,0,1,"gerencia","alto"
"14210",0.33,"0.65",3,"172",10,0,0,1,"marketing","alto"
"14211",0.5,"0.73",4,"180",3,0,0,0,"TI","baixo"
"14212",0.38,"0.53",2,"157",3,0,1,0,"comercial","baixo"
"14213",0.8,"0.86",5,"262",NA,0,1,0,"comercial","mediano"
"14214",0.11,"0.88",7,"272",4,0,1,0,"comercial","mediano"
"14215",0.72,"0.87",5,"223",5,0,1,0,"comercial","baixo"
"14216",0.37,"0.52",2,"159",NA,0,1,0,"comercial","baixo"
"14217",0.41,"0.5",2,"153",3,0,1,0,"comercial","baixo"
"14218",0.1,"0.77",6,"247",4,0,1,0,"comercial","baixo"
"14219",0.92,"0.85",5,"259",5,0,1,0,"comercial","baixo"
"14220",0.89,"1",5,"224",5,0,1,0,"comercial","baixo"
"14221",0.42,"0.53",2,"142",3,0,1,0,"comercial","baixo"
"14222",0.45,"0.54",2,"135",3,0,1,0,"comercial","baixo"
"14223",0.11,"0.81",6,"305",4,0,1,0,"comercial","baixo"
"14224",0.84,"0.92",4,"234",5,0,1,0,"comercial","baixo"
"14225",0.41,"0.55",2,"148",NA,0,1,0,"comercial","baixo"
"14226",0.36,"0.56",2,"137",3,0,1,0,"comercial","baixo"
"14227",0.38,"0.54",2,"143",3,0,1,0,"comercial","baixo"
"14228",0.45,"0.47",2,"160",3,0,1,0,"comercial","baixo"
"14229",0.78,"0.99",4,"255",6,0,1,0,"comercial","baixo"
"14230",0.45,"0.51",2,"160",3,1,1,1,"comercial","baixo"
"14231",0.76,"0.89",5,"262",5,0,1,0,"comercial","baixo"
"14232",0.11,"0.83",6," ",4,0,1,0,"comercial","baixo"
"14233",0.38,"0.55",2,"147",NA,0,1,0,"comercial","baixo"
"14234",0.09,"0.95",6,"304",4,0,1,0,"comercial","baixo"
"14235",0.46,"0.57",2,"139",3,0,1,0,"comercial","baixo"
"14236",0.4,"0.53",2,"158",3,0,1,0,"comercial","baixo"
"14237",0.89,"0.92",5,"242",5,0,1,0,"comercial","baixo"
"14238",0.82,"0.87",4,"239",5,0,1,0,"comercial","baixo"
"14239",0.4,"0.49",2,"135",3,0,1,0,"comercial","baixo"
"14240",0.41,"0.46",2,"128",3,0,1,0,"contabilidade","baixo"
"14241",0.38,"0.5",2,"132",3,0,1,0,"contabilidade","baixo"
"14242",0.09,"0.62",6,"294",4,0,1,0,"contabilidade","baixo"
"14243",0.45,"0.57",2,"134",3,0,1,0,"RH","baixo"
"14244",0.4,"0.51",2,"145",3,0,1,0,"RH","baixo"
"14245",0.45,"0.55",2,"140",3,0,1,0,"RH","baixo"
"14246",0.84,"0.87",4,"246",NA,0,1,0,"RH","baixo"
"14247",0.1,"0.94",6,"255",4,0,1,0,"area tecnica","baixo"
"14248",0.38,"0.46",2,"137",3,0,1,0,"area tecnica","baixo"
"14249",0.45,"0.5",2," ",3,0,1,0,"area tecnica","baixo"
"14250",0.11,"0.89",6,"306",4,0,1,0,"area tecnica","baixo"
"14251",0.41,"0.54",2,"152",3,0,1,0,"area tecnica","baixo"
"14252",0.87,"0.88",5,"269",5,0,1,0,"area tecnica","baixo"
"14253",0.45,"0.48",2,"158",3,0,1,0,"area tecnica","baixo"
"14254",0.4,"0.46",2,"127",3,0,1,0,"area tecnica","baixo"
"14255",0.1,"0.8",7,"281",4,0,1,0,"area tecnica","baixo"
"14256",0.09,"0.89",6,"276",4,0,1,0,"area tecnica","baixo"
"14257",0.84,"0.74",3,"182",4,0,1,0,"area tecnica","baixo"
"14258",0.4,"0.55",2,"147",3,0,1,0,"suporte","baixo"
"14259",0.57,"0.7",3,"273",6,0,1,0,"suporte","baixo"
"14260",0.4,"0.54",2," ",3,0,1,0,"suporte","baixo"
"14261",0.43,"0.47",2,"147",3,0,1,0,"suporte","baixo"
"14262",0.13,"0.78",6,"152",2,0,1,0,"suporte","baixo"
"14263",0.44,"0.55",2,"135",NA,0,1,0,"suporte","baixo"
"14264",0.38,"0.55",2,"134",3,0,1,0,"suporte","baixo"
"14265",0.39,"0.54",2,"132",3,0,1,0,"suporte","baixo"
"14266",0.1,"0.92",7,"307",4,0,1,0,"suporte","baixo"
"14267",0.37,"0.46",2,"140",3,0,1,0,"suporte","baixo"
"14268",0.11,"0.94",7,"255",4,0,1,0,"suporte","baixo"
"14269",0.1,"0.81",6,"309",4,0,1,0,"area tecnica","baixo"
"14270",0.38,"0.54",2," ",3,0,1,0,"area tecnica","baixo"
"14271",0.85,"1",4,"225",5,0,1,0,"area tecnica","baixo"
"14272",0.85,"0.91",5,"226",5,0,1,0,"gerencia","mediano"
"14273",0.11,"0.93",7,"308",4,0,1,0,"TI","mediano"
"14274",0.1,"0.95",6,"244",NA,0,1,0,"TI","mediano"
"14275",0.36,"0.56",2,"132",3,0,1,0,"TI","mediano"
"14276",0.11,"0.94",6,"286",NA,0,1,0,"TI","mediano"
"14277",0.81,"0.7",6,"161",4,0,1,0,"TI","mediano"
"14278",0.43,"0.54",2,"153",3,0,1,0,"produtos","mediano"
"14279",0.9,"0.98",4,"264",6,0,1,0,"produtos","mediano"
"14280",0.76,"0.86",5,"223",5,1,1,0,"produtos","mediano"
"14281",0.43,"0.5",2,"135",3,0,1,0,"produtos","mediano"
"14282",0.74,"0.99",2,"277",3,0,1,0,"TI","mediano"
"14283",0.09,"0.77",5,"275",4,0,1,0,"produtos","mediano"
"14284",0.45,"0.49",2,"149",3,0,1,0,"produtos","alto"
"14285",0.09,"0.87",7,"295",4,0,1,0,"produtos","baixo"
"14286",0.11,"0.97",6,"277",4,0,1,0,"produtos","mediano"
"14287",0.11,"0.79",7,"306",4,0,1,0,"produtos","mediano"
"14288",0.1,"0.83",6,"295",4,0,1,0,"produtos","mediano"
"14289",0.4,"0.54",2,"137",3,0,1,0,"marketing","mediano"
"14290",NA,"0.56",2,"157",3,0,1,0,"comercial","baixo"
"14291",0.39,"0.56",2,"142",3,0,1,0,"contabilidade","baixo"
"14292",0.45,"0.54",2,"140",3,0,1,0,"suporte","baixo"
"14293",0.38,"0.49",2,"151",3,0,1,0,"area tecnica","baixo"
"14294",0.79,"0.59",4," ",3,0,1,1,"gerencia","baixo"
"14295",0.84,"0.85",4,"249",6,0,1,0,"marketing","baixo"
"14296",0.11,"0.77",6,"291",4,0,1,0,"marketing","baixo"
"14297",0.11,"0.87",6,"305",4,0,1,0,"marketing","baixo"
"14298",0.17,"0.84",5,"232",3,0,1,0,"comercial","baixo"
"14299",0.44,"0.45",2,"132",NA,0,1,0,"comercial","baixo"
"14300",0.37,"0.57",2,"130",3,0,1,0,"comercial","baixo"
"14301",0.1,"0.79",6,"291",4,0,1,0,"comercial","baixo"
"14302",0.4,"0.5",2,"130",3,0,1,0,"comercial","baixo"
"14303",0.89,"1",5,"246",5,0,1,0,"comercial","baixo"
"14304",0.42,"0.48",2,"143",3,0,1,0,"comercial","baixo"
"14305",0.46,"0.55",2,"129",3,0,1,0,"comercial","baixo"
"14306",0.09,"0.83",6,"255",4,0,1,0,"comercial","baixo"
"14307",0.37,"0.51",2,"155",3,0,1,0,"comercial","baixo"
"14308",0.1,"0.77",6,"265",4,0,1,0,"comercial","baixo"
"14309",0.1,"0.84",6,"279",4,0,1,0,"comercial","baixo"
"14310",0.11,"0.97",6,"284",4,0,1,0,"comercial","baixo"
"14311",0.9,"1",5," ",NA,0,1,0,"comercial","mediano"
"14312",0.38,"0.52",2,"154",3,0,1,0,"comercial","mediano"
"14313",0.36,"0.52",2,"147",3,0,1,0,"comercial","mediano"
"14314",0.42,"0.46",2,"150",3,0,1,0,"comercial","mediano"
"14315",0.09,"0.94",7,"267",4,0,1,0,"comercial","mediano"
"14316",0.43,"0.52",2,"158",3,0,1,0,"comercial","mediano"
"14317",0.24,"0.46",7,"224",5,0,1,0,"contabilidade","mediano"
"14318",0.91,"1",4,"257",5,0,1,0,"contabilidade","mediano"
"14319",0.44,"0.5",2,"148",3,0,1,0,"contabilidade","mediano"
"14320",0.71,"0.87",3,"177",4,0,1,0,"RH","mediano"
"14321",0.4,"0.49",2,"155",3,0,1,0,"RH","mediano"
"14322",0.43,"0.47",2,"144",3,0,1,0,"RH","mediano"
"14323",0.09,"0.85",6,"289",4,0,1,0,"RH","alto"
"14324",0.43,"0.52",2,"160",3,0,1,0,"area tecnica","baixo"
"14325",0.9,"0.96",4,"258",5,0,1,0,"area tecnica","mediano"
"14326",0.84,"1",5,"234",5,0,1,0,"area tecnica","mediano"
"14327",0.37,"0.48",2,"137",NA,0,1,0,"area tecnica","mediano"
"14328",0.86,"0.68",5,"263",2,0,1,0,"area tecnica","mediano"
"14329",0.11,"0.84",6,"251",4,0,1,0,"area tecnica","baixo"
"14330",0.37,"0.57",2,"133",3,0,1,0,"area tecnica","baixo"
"14331",0.4,"0.46",2,"132",3,0,1,0,"area tecnica","baixo"
"14332",0.14,"0.62",4,"158",4,1,1,0,"area tecnica","baixo"
"14333",0.4,"0.46",2,"135",3,0,1,0,"area tecnica","baixo"
"14334",0.75,"1",4,"216",6,0,1,0,"area tecnica","baixo"
"14335",0.11,"0.84",6,"300",5,1,1,0,"suporte","baixo"
"14336",0.46,"0.49",2,"138",3,0,1,0,"suporte","baixo"
"14337",0.11,"0.92",6,"260",4,0,1,0,"suporte","baixo"
"14338",0.38,"0.49",2,"132",3,0,1,0,"suporte","baixo"
"14339",0.7,"0.89",3,"183",5,0,1,0,"suporte","baixo"
"14340",0.09,"0.82",6,"250",4,0,1,0,"suporte","baixo"
"14341",0.37,"0.45",2,"151",3,0,1,0,"suporte","baixo"
"14342",0.1,"0.83",6,"292",4,0,1,0,"suporte","baixo"
"14343",0.38,"0.57",2,"140",3,0,1,0,"suporte","baixo"
"14344",0.9,"1",5,"221",5,0,1,0,"suporte","baixo"
"14345",0.44,"0.51",2,"138",3,0,1,0,"suporte","baixo"
"14346",0.36,"0.5",2,"132",3,0,1,0,"area tecnica","baixo"
"14347",0.31,"0.84",7,"133",5,0,1,0,"area tecnica","baixo"
"14348",0.1,"0.84",6,"283",4,1,1,0,"area tecnica","baixo"
"14349",0.42,"0.48",2,"129",3,0,1,0,"gerencia","baixo"
"14350",NA,"1",4,"249",5,0,1,0,"TI","baixo"
"14351",0.73,"0.87",5,"257",5,0,1,0,"TI","baixo"
"14352",0.09,"0.96",6,"245",4,0,1,0,"TI","baixo"
"14353",0.45,"0.53",2,"155",3,0,1,0,"TI","baixo"
"14354",0.11,"0.8",6,"256",4,0,1,0,"TI","baixo"
"14355",0.37,"0.47",2,"152",3,0,1,0,"produtos","baixo"
"14356",0.84,"0.99",4,"267",5,0,1,0,"produtos","baixo"
"14357",0.41,"0.46",2,"151",3,0,1,0,"produtos","baixo"
"14358",0.76,"0.92",4,"239",5,0,1,0,"produtos","baixo"
"14359",0.11,"0.87",6,"306",4,0,1,0,"TI","baixo"
"14360",0.84,"0.88",4,"263",5,1,1,0,"marketing","baixo"
"14361",0.39,"0.5",2,"147",3,0,1,0,"marketing","baixo"
"14362",0.11,"0.91",6,"278",4,0,1,0,"marketing","baixo"
"14363",0.45,"0.56",2,"154",3,0,1,0,"marketing","baixo"
"14364",0.37,"0.52",2,"143",3,0,1,0,"marketing","baixo"
"14365",0.4,"0.52",2,"155",3,0,1,0,"marketing","baixo"
"14366",NA,"0.48",2,"160",3,0,1,0,"comercial","baixo"
"14367",0.11,"0.8",6,"304",4,0,1,0,"contabilidade","baixo"
"14368",0.83,"1",5,"240",5,0,1,0,"suporte","baixo"
"14369",0.11,"0.92",6,"305",4,0,1,0,"area tecnica","baixo"
"14370",NA,"0.5",2,"136",3,0,1,0,"gerencia","baixo"
"14371",NA,"0.45",2,"132",3,0,1,0,"marketing","baixo"
"14372",0.1,"0.95",7,"301",4,0,1,0,"marketing","baixo"
"14373",0.9,"0.98",5," ",6,0,1,0,"marketing","baixo"
"14374",0.45,"0.51",2,"147",3,0,1,0,"comercial","baixo"
"14375",0.79,"0.89",5,"239",5,0,1,0,"comercial","baixo"
"14376",0.9,"0.99",5,"260",5,0,1,0,"comercial","baixo"
"14377",NA,"0.84",7,"296",4,0,1,0,"comercial","baixo"
"14378",NA,"0.55",2,"129",3,0,1,0,"comercial","baixo"
"14379",0.31,"0.54",5,"132",NA,0,1,0,"comercial","baixo"
"14380",0.32,"0.5",2,"135",5,0,1,0,"comercial","baixo"
"14381",0.45,"0.57",2,"158",3,0,1,0,"comercial","baixo"
"14382",0.81,"0.99",4,"259",5,0,1,0,"comercial","baixo"
"14383",0.41,"0.46",2,"160",3,0,1,1,"comercial","baixo"
"14384",0.11,"0.78",7,"278",4,0,1,0,"comercial","baixo"
"14385",NA,"0.88",6,"284",4,0,1,0,"comercial","baixo"
"14386",0.7,"0.53",2," ",4,0,1,0,"comercial","baixo"
"14387",0.54,"0.74",4,"164",2,0,1,0,"comercial","baixo"
"14388",0.41,"0.48",2,"148",3,0,1,0,"comercial","baixo"
"14389",0.38,"0.5",2,"140",3,0,1,0,"comercial","mediano"
"14390",0.37,"0.51",2,"127",3,0,1,0,"comercial","mediano"
"14391",0.11,"0.85",6,"308",5,0,1,0,"comercial","mediano"
"14392",0.4,"0.47",2,"146",3,0,1,0,"comercial","mediano"
"14393",0.1,"0.84",6,"261",4,0,1,0,"contabilidade","mediano"
"14394",0.89,"0.99",5,"257",5,0,1,0,"contabilidade","mediano"
"14395",0.11,"0.8",6,"285",4,0,1,0,"contabilidade","mediano"
"14396",0.36,"0.55",2,"141",3,0,1,0,"RH","mediano"
"14397",0.4,"0.46",2,"127",3,0,1,0,"RH","mediano"
"14398",0.09,"0.85",6,"297",4,0,1,0,"RH","mediano"
"14399",0.4,"0.46",2,"143",3,0,1,0,"RH","mediano"
"14400",0.37,"0.55",2,"152",3,0,1,0,"area tecnica","mediano"
"14401",0.44,"0.51",2,"156",3,0,1,0,"area tecnica","alto"
"14402",0.09,"0.8",7,"283",NA,0,1,0,"area tecnica","baixo"
"14403",0.92,"0.87",4,"226",6,1,1,0,"area tecnica","mediano"
"14404",NA,"0.91",4,"232",5,0,1,0,"area tecnica","mediano"
"14405",0.09,"0.82",6,"249",4,0,1,0,"area tecnica","mediano"
"14406",0.89,"0.95",4,"275",5,0,1,0,"area tecnica","mediano"
"14407",0.09,"0.8",6,"304",4,0,1,0,"area tecnica","baixo"
"14408",0.27,"0.54",7,"278",3,0,1,0,"area tecnica","baixo"
"14409",0.1,"0.91",6,"287",4,0,1,0,"area tecnica","baixo"
"14410",0.1,"0.89",7,"285",4,0,1,0,"area tecnica","baixo"
"14411",0.77,"0.94",5,"226",6,0,1,0,"suporte","baixo"
"14412",0.9,"0.82",5,"259",5,0,1,0,"suporte","baixo"
"14413",0.39,"0.5",2,"135",3,0,1,0,"suporte","baixo"
"14414",0.76,"1",5,"219",5,0,1,0,"suporte","baixo"
"14415",0.1,"0.93",6,"256",4,0,1,0,"suporte","baixo"
"14416",0.87,"0.9",5,"254",6,0,1,0,"suporte","baixo"
"14417",0.38,"0.5",2,"153",3,0,1,0,"suporte","baixo"
"14418",0.77,"0.99",5,"228",5,0,1,0,"suporte","baixo"
"14419",0.78,"0.87",4,"228",5,0,1,0,"suporte","baixo"
"14420",0.44,"0.5",2,"128",3,0,1,0,"suporte","baixo"
"14421",0.38,"0.52",2,"153",3,0,1,0,"suporte","baixo"
"14422",0.43,"0.46",2,"156",3,0,1,0,"area tecnica","baixo"
"14423",0.39,"0.5",4,"294",3,0,1,0,"area tecnica","baixo"
"14424",0.88,"1",5,"219",5,0,1,0,"area tecnica","baixo"
"14425",NA,"0.46",2,"153",3,0,1,0,"gerencia","baixo"
"14426",0.4,"0.53",2,"151",3,0,1,0,"TI","baixo"
"14427",NA,"0.51",2,"155",3,0,1,0,"TI","baixo"
"14428",0.36,"0.48",2,"158",3,0,1,0,"TI","baixo"
"14429",0.9,"0.98",5,"245",5,0,1,0,"TI","baixo"
"14430",0.43,"0.53",2,"131",3,0,1,0,"TI","baixo"
"14431",0.89,"0.87",5,"225",5,0,1,0,"produtos","baixo"
"14432",0.1,"0.84",6,"286",4,0,1,0,"produtos","baixo"
"14433",0.37,"0.5",2,"135",3,0,1,0,"produtos","baixo"
"14434",0.37,"0.51",2,"153",3,0,1,0,"produtos","baixo"
"14435",0.87,"0.9",5,"252",5,0,1,0,"TI","baixo"
"14436",0.4,"0.56",2,"149",3,0,1,0,"contabilidade","baixo"
"14437",0.9,"0.97",4,"258",5,0,1,0,"contabilidade","baixo"
"14438",0.37,"0.46",2,"158",3,0,1,0,"RH","baixo"
"14439",0.44,"0.54",2,"149",3,0,1,0,"RH","baixo"
"14440",0.85,"0.95",5,"236",5,0,1,0,"RH","baixo"
"14441",0.78,"0.98",5,"239",6,0,1,0,"marketing","baixo"
"14442",0.42,"0.47",2,"159",3,0,1,0,"marketing","baixo"
"14443",0.92,"0.99",5,"255",6,0,1,0,"comercial","baixo"
"14444",0.11,"0.83",6,"244",NA,0,1,0,"contabilidade","baixo"
"14445",0.42,"0.56",2," ",3,0,1,0,"suporte","baixo"
"14446",0.48,"0.57",4,"270",4,0,1,0,"area tecnica","baixo"
"14447",0.83,"0.85",4," ",5,0,1,0,"gerencia","baixo"
"14448",0.4,"0.53",2,"151",3,0,1,0,"marketing","baixo"
"14449",0.43,"0.45",2,"135",3,0,1,0,"marketing","baixo"
"14450",0.43,"0.53",2,"146",3,0,1,0,"marketing","baixo"
